x y z
-101.755309 70.292726 1.500000
269.829409 135.333267 1.500000
166.908382 32.471491 1.500000
137.086182 399.408580 1.500000
-3.649788 255.664491 1.500000
-91.866731 256.761715 1.500000
-187.783850 384.454034 1.500000
242.195762 341.969283 1.500000
-6.736215 329.763770 1.500000
-137.393882 152.884938 1.500000
-80.241075 152.434497 1.500000
69.243604 135.885686 1.500000
-147.551313 151.655101 1.500000
206.480207 162.719004 1.500000
158.476937 79.104660 1.500000
135.046480 158.681658 1.500000
-16.913604 198.094590 1.500000
96.093610 146.852759 1.500000
66.280989 85.357297 1.500000
102.488343 167.270744 1.500000
-196.135435 212.331585 1.500000
-22.065667 297.516052 1.500000
-220.939314 293.122853 1.500000
18.940003 105.367331 1.500000
-65.571599 39.420498 1.500000
-159.953611 144.683169 1.500000
-183.027798 83.841435 1.500000
65.546787 174.097059 1.500000
-147.512199 397.704920 1.500000
248.395426 94.943131 1.500000
63.862004 146.873987 1.500000
-57.077744 293.842797 1.500000
72.643805 217.173781 1.500000
-228.184492 45.574704 1.500000
266.023873 84.989831 1.500000
11.126729 380.826227 1.500000
177.946417 66.099810 1.500000
-202.547438 265.062470 1.500000
17.743075 328.961121 1.500000
19.242443 125.401465 1.500000
255.591000 298.746672 1.500000
58.694855 89.798259 1.500000
12.580383 133.936691 1.500000
-100.032188 146.193338 1.500000
-69.242375 397.353796 1.500000
30.641990 109.864714 1.500000
-8.767011 75.309775 1.500000
-233.742991 376.785989 1.500000
200.312913 94.607169 1.500000
234.861550 356.106682 1.500000
-160.980891 267.774832 1.500000
56.665030 244.308536 1.500000
-184.201068 310.505459 1.500000
111.156660 302.518845 1.500000
-100.231104 66.453515 1.500000
105.794354 400.422899 1.500000
147.903531 376.626520 1.500000
162.063659 360.060257 1.500000
-184.214840 259.590867 1.500000
240.507621 223.010314 1.500000
-117.947458 234.635830 1.500000
-216.772277 26.984480 1.500000
47.313127 215.581441 1.500000
-48.997729 259.218594 1.500000
201.213730 275.224884 1.500000
187.607794 149.885898 1.500000
-74.062924 207.063896 1.500000
266.723084 269.207913 1.500000
-91.191801 187.429987 1.500000
33.762218 393.168803 1.500000
-105.712776 294.441020 1.500000
254.542667 31.093273 1.500000
-160.791929 35.075273 1.500000
-217.463039 289.312459 1.500000
-8.939970 179.565559 1.500000
282.205903 340.037502 1.500000
233.118994 98.146469 1.500000
157.656841 28.386490 1.500000
226.011355 171.309772 1.500000
232.757096 298.001321 1.500000
29.992887 389.927179 1.500000
-73.760020 356.306533 1.500000
168.288077 206.765440 1.500000
105.686404 333.506267 1.500000
-41.152727 54.550883 1.500000
-192.093365 238.978076 1.500000
151.291488 372.230163 1.500000
-99.966645 178.996105 1.500000
250.620493 393.200968 1.500000
-116.066924 113.330890 1.500000
-172.551416 61.286797 1.500000
197.776394 227.670726 1.500000
-163.957481 373.737280 1.500000
-143.341140 138.600151 1.500000
74.167287 331.087111 1.500000
216.128622 90.844429 1.500000
-144.387637 306.294744 1.500000
-74.164455 236.574436 1.500000
166.580386 93.690721 1.500000
267.840108 300.396602 1.500000
25.345868 298.610444 1.500000
-162.122249 216.068401 1.500000
-235.357956 109.418603 1.500000
-116.628428 76.548768 1.500000
-164.735597 391.729875 1.500000
120.658873 265.283826 1.500000
-172.589182 329.427182 1.500000
27.313917 284.385959 1.500000
124.033755 334.772584 1.500000
65.597727 90.599811 1.500000
-133.783604 212.030622 1.500000
179.462191 270.726281 1.500000
134.194724 64.905241 1.500000
144.638729 89.028944 1.500000
-170.597398 259.823356 1.500000
-174.901148 355.257433 1.500000
246.297536 279.903504 1.500000
-28.451912 39.925111 1.500000
-84.946767 397.761040 1.500000
14.954386 77.005624 1.500000
111.167486 118.374822 1.500000
265.823076 397.314849 1.500000
-91.839312 316.769774 1.500000
247.501057 374.762510 1.500000
-229.579275 327.266927 1.500000
51.520771 264.897620 1.500000
94.040095 135.403256 1.500000
-182.875063 150.987923 1.500000
-165.461072 383.490122 1.500000
-18.749776 350.246846 1.500000
265.389239 165.920909 1.500000
74.792451 167.931017 1.500000
252.785264 136.906951 1.500000
185.426048 149.723708 1.500000
3.696950 356.773267 1.500000
175.783043 32.260012 1.500000
-234.893767 189.517705 1.500000
-184.138475 381.449842 1.500000
195.737089 232.225399 1.500000
175.598309 194.845799 1.500000
-118.666287 142.570166 1.500000
39.909554 54.243138 1.500000
73.403720 115.552308 1.500000
215.559538 62.882473 1.500000
72.103696 72.932171 1.500000
-16.891038 90.636012 1.500000
-42.598796 140.229524 1.500000
-15.626856 31.619315 1.500000
103.763074 385.095468 1.500000
218.426362 66.745025 1.500000
1.686904 161.617446 1.500000
-114.478842 358.414808 1.500000
-111.745233 64.019085 1.500000
156.362651 203.681350 1.500000
189.590684 342.181612 1.500000
-185.238577 239.005589 1.500000
-214.586010 106.741195 1.500000
69.048166 305.801730 1.500000
-161.784330 284.441634 1.500000
197.655840 160.106959 1.500000
-74.682392 46.203831 1.500000
-164.780237 31.155482 1.500000
250.560905 336.991124 1.500000
-150.128279 147.736076 1.500000
-91.542859 80.708163 1.500000
-152.875449 219.514564 1.500000
-182.791734 376.557576 1.500000
-233.613392 31.325645 1.500000
-212.421386 47.590643 1.500000
-150.621170 188.121381 1.500000
-213.313463 277.174647 1.500000
73.441485 204.392066 1.500000
118.126614 362.476269 1.500000
-33.017769 44.115782 1.500000
-72.659440 158.106802 1.500000
18.484458 155.831941 1.500000
216.025179 164.470918 1.500000
206.839766 208.148343 1.500000
-219.965895 325.311246 1.500000
-145.428722 146.183416 1.500000
-111.419920 307.005106 1.500000
-109.196113 79.228966 1.500000
56.592510 240.851452 1.500000
-23.450796 165.161643 1.500000
-209.261264 224.238144 1.500000
-38.938985 63.656828 1.500000
37.336730 389.920725 1.500000
-191.469392 371.538607 1.500000
199.606830 331.699834 1.500000
-211.815596 365.169106 1.500000
246.899164 75.744175 1.500000
-189.839803 216.095292 1.500000
202.927331 142.562101 1.500000
233.215496 363.367372 1.500000
272.215704 99.456892 1.500000
186.227229 112.223232 1.500000
172.898877 284.220670 1.500000
97.235467 59.348409 1.500000
171.055006 297.805051 1.500000
-168.293151 124.342140 1.500000
49.064716 278.241560 1.500000
33.146838 356.392180 1.500000
213.892549 256.376319 1.500000
3.555762 110.335539 1.500000
-38.795099 41.054975 1.500000
100.700275 45.401372 1.500000
-98.021308 56.351862 1.500000
-169.203247 249.274379 1.500000
12.745702 159.235412 1.500000
-18.229097 120.902484 1.500000
-124.118941 106.938933 1.500000
-49.518027 390.292387 1.500000
-46.252195 77.187129 1.500000
-73.602794 142.543982 1.500000
-45.753406 207.556946 1.500000
120.066096 26.435804 1.500000
-82.483372 369.533644 1.500000
261.086345 66.151486 1.500000
247.095610 280.749890 1.500000
13.228607 267.246582 1.500000
-68.491392 334.336354 1.500000
37.780425 272.505238 1.500000
205.487471 316.785405 1.500000
105.535156 188.078972 1.500000
185.633694 211.343982 1.500000
41.067545 289.523461 1.500000
94.692899 236.006418 1.500000
-84.722564 221.998087 1.500000
146.992946 104.964557 1.500000
-129.619078 131.926622 1.500000
123.467145 161.186281 1.500000
212.826008 30.839140 1.500000
-172.194959 184.624161 1.500000
85.664843 29.430898 1.500000
-193.289384 236.364345 1.500000
140.967571 291.396673 1.500000
-201.409838 240.668097 1.500000
254.451515 286.671591 1.500000
-164.217633 28.811330 1.500000
267.484371 49.116466 1.500000
183.965756 290.737216 1.500000
74.902404 332.324453 1.500000
174.008468 296.096503 1.500000
180.332064 271.822721 1.500000
260.018577 292.092639 1.500000
-108.835037 302.546777 1.500000
69.884106 292.916040 1.500000
-190.059721 304.107700 1.500000
83.220366 54.914530 1.500000
-154.808877 53.331122 1.500000
53.544925 159.043998 1.500000
61.879916 225.435732 1.500000
7.837260 317.082295 1.500000
34.986546 150.789108 1.500000
170.353258 131.675162 1.500000
177.905001 325.583750 1.500000
20.238776 114.768397 1.500000
79.371658 336.447082 1.500000
253.387806 96.646877 1.500000
-175.302756 160.789620 1.500000
-175.442558 181.672651 1.500000
-193.970708 141.157621 1.500000
111.180315 33.008353 1.500000
-15.986331 116.894477 1.500000
164.979266 159.180263 1.500000
114.198030 145.471565 1.500000
-69.235901 318.234299 1.500000
237.442044 42.385221 1.500000
161.998650 175.999515 1.500000
-93.787079 43.563139 1.500000
-48.827638 376.058948 1.500000
-80.275237 329.503628 1.500000
-149.403599 395.333079 1.500000
-162.099477 370.659657 1.500000
249.766601 146.698541 1.500000
-6.234499 282.949010 1.500000
-32.316430 141.576668 1.500000
143.416791 368.146869 1.500000
50.653591 178.390786 1.500000
253.487962 169.900040 1.500000
167.353041 367.282718 1.500000
10.098163 338.819830 1.500000
-36.744585 386.220168 1.500000
278.973614 54.303650 1.500000
135.229696 115.482169 1.500000
259.347741 143.564938 1.500000
-174.710562 184.686150 1.500000
201.753041 205.037727 1.500000
96.004810 137.461349 1.500000
-168.728725 319.330871 1.500000
75.620298 111.138026 1.500000
122.783043 289.848608 1.500000
-229.907819 350.698684 1.500000
2.894722 250.957453 1.500000
194.063761 157.388798 1.500000
-81.982939 99.189043 1.500000
6.568206 81.278305 1.500000
-11.140059 304.972936 1.500000
-79.567483 199.442140 1.500000
244.535786 42.933199 1.500000
171.518267 393.987045 1.500000
-182.041276 280.494637 1.500000
285.545080 341.181734 1.500000
223.727435 194.410778 1.500000
-87.433067 386.966860 1.500000
201.926938 104.604893 1.500000
-184.814761 88.902679 1.500000
283.420715 356.531322 1.500000
108.894289 366.204486 1.500000
102.899037 212.247162 1.500000
-194.816173 69.417674 1.500000
235.012073 140.796192 1.500000
-223.771938 311.235828 1.500000
-110.050906 344.628741 1.500000
-166.917318 158.793922 1.500000
166.331452 50.498717 1.500000
-132.525404 278.041199 1.500000
239.730642 309.033568 1.500000
104.744350 186.110484 1.500000
-219.192905 245.945409 1.500000
-235.493071 400.765873 1.500000
-216.894084 120.379493 1.500000
82.987225 239.555619 1.500000
180.611456 256.295127 1.500000
-109.579914 234.587377 1.500000
203.087578 352.057755 1.500000
-209.238481 252.711619 1.500000
181.012980 213.572690 1.500000
242.452627 64.124584 1.500000
168.344867 290.197369 1.500000
121.625482 76.579667 1.500000
200.193200 33.157869 1.500000
-215.875073 214.588616 1.500000
-135.639035 238.923541 1.500000
-177.245281 403.114324 1.500000
27.825007 296.010017 1.500000
151.441446 352.610556 1.500000
90.305754 158.532256 1.500000
211.820400 213.794205 1.500000
-162.081029 396.585106 1.500000
145.244995 188.749852 1.500000
-136.053704 325.208130 1.500000
-101.411348 226.481993 1.500000
138.930507 113.378367 1.500000
275.334398 244.428553 1.500000
84.416377 101.309222 1.500000
-209.012255 26.688132 1.500000
83.846085 113.549558 1.500000
-219.466480 103.778264 1.500000
225.256964 165.888070 1.500000
135.570580 359.914237 1.500000
-152.101825 170.772188 1.500000
-195.633350 345.777072 1.500000
-139.208911 235.893899 1.500000
273.686821 26.934264 1.500000
2.271325 98.320931 1.500000
172.070166 375.556475 1.500000
94.416689 246.238184 1.500000
65.472011 378.580208 1.500000
-164.145779 144.970906 1.500000
256.909984 296.948678 1.500000
-82.414604 315.913696 1.500000
62.622406 393.744706 1.500000
126.258876 35.740342 1.500000
100.147411 383.227674 1.500000
260.109819 176.518365 1.500000
-160.012930 337.665000 1.500000
26.401453 232.121948 1.500000
-24.567643 239.204431 1.500000
4.669046 164.813790 1.500000
-173.412757 335.746845 1.500000
-165.817826 123.454615 1.500000
-87.152385 207.669078 1.500000
-76.799886 235.741302 1.500000
-13.628013 306.893805 1.500000
85.373312 198.697174 1.500000
92.075652 281.355022 1.500000
-24.602588 211.068037 1.500000
-25.203959 274.479088 1.500000
-121.595188 280.596788 1.500000
66.984890 289.148904 1.500000
-76.222580 336.255015 1.500000
-220.633463 230.200435 1.500000
-17.792916 98.748347 1.500000
7.302394 282.900316 1.500000
-119.495365 54.557153 1.500000
65.309629 107.543345 1.500000
61.283951 321.705217 1.500000
130.501696 193.240767 1.500000
100.697258 210.358369 1.500000
108.538170 398.840855 1.500000
-73.725678 120.459819 1.500000
177.263125 37.105210 1.500000
54.798871 69.915568 1.500000
-10.582397 119.283629 1.500000
86.422996 299.490971 1.500000
-54.078527 315.967250 1.500000
28.854745 238.681852 1.500000
149.850375 124.230931 1.500000
227.909181 224.133914 1.500000
251.450216 34.436161 1.500000
26.256051 286.914590 1.500000
32.734826 257.353127 1.500000
177.593846 35.221646 1.500000
-71.159480 328.489323 1.500000
200.735096 320.770775 1.500000
15.432935 141.295521 1.500000
-179.243312 267.723618 1.500000
-205.367666 251.761702 1.500000
201.905130 79.055503 1.500000
-211.048625 98.521426 1.500000
-95.241142 280.049524 1.500000
-65.797574 370.644019 1.500000
-151.445179 246.988799 1.500000
-77.146228 241.955927 1.500000
147.851402 267.279343 1.500000
-234.051693 193.747917 1.500000
192.691630 49.313051 1.500000
212.608537 173.711225 1.500000
-43.646530 366.777018 1.500000
-155.837896 332.662384 1.500000
81.815000 371.461285 1.500000
-175.268131 85.604413 1.500000
-46.767677 218.112385 1.500000
266.735660 252.331692 1.500000
285.422742 107.181340 1.500000
166.518993 100.904333 1.500000
-76.626694 320.125245 1.500000
118.824728 285.578171 1.500000
133.751729 269.152896 1.500000
-36.135991 128.762683 1.500000
101.598835 216.609819 1.500000
-231.941391 38.369546 1.500000
-132.094389 78.775701 1.500000
39.992568 221.581769 1.500000
-161.763866 141.862415 1.500000
-147.155521 388.891035 1.500000
196.170070 198.852191 1.500000
282.173212 58.214303 1.500000
53.801365 33.397821 1.500000
205.013251 297.176471 1.500000
280.327912 85.534275 1.500000
-172.188553 97.799545 1.500000
-5.206228 187.072750 1.500000
-34.207530 127.085691 1.500000
-204.319226 255.717331 1.500000
157.668433 210.576058 1.500000
-15.072188 67.881104 1.500000
8.827469 324.624289 1.500000
-161.708886 183.923224 1.500000
-139.151247 259.974581 1.500000
236.710393 32.450755 1.500000
-215.527516 262.735478 1.500000
-118.321938 134.190291 1.500000
-91.365238 215.006322 1.500000
17.259660 135.503654 1.500000
70.832445 400.247033 1.500000
21.308707 113.941819 1.500000
-196.909662 376.371091 1.500000
-116.356105 368.625798 1.500000
205.955676 189.930880 1.500000
96.770499 140.367568 1.500000
104.131682 169.860399 1.500000
111.869408 402.752721 1.500000
156.468188 265.587400 1.500000
-208.127679 232.911355 1.500000
-47.254174 43.459539 1.500000
48.033354 343.039139 1.500000
-61.969550 56.415114 1.500000
204.354964 40.071942 1.500000
15.109079 128.422177 1.500000
162.745934 207.350856 1.500000
206.525882 364.308361 1.500000
25.267467 329.222825 1.500000
236.007520 107.043721 1.500000
68.242459 166.180657 1.500000
213.362787 318.296499 1.500000
-57.803600 228.460315 1.500000
23.338188 95.955841 1.500000
44.238027 176.945036 1.500000
-187.514242 264.329060 1.500000
-22.928871 394.676469 1.500000
241.488203 272.759919 1.500000
97.964494 28.880459 1.500000
-140.837843 291.844573 1.500000
-67.105186 120.328442 1.500000
-135.009488 352.023379 1.500000
-228.113733 170.645212 1.500000
246.497980 96.516707 1.500000
-2.670617 196.364878 1.500000
-81.367338 124.775690 1.500000
76.416057 113.276322 1.500000
-239.307078 241.674838 1.500000
-93.358298 313.804738 1.500000
133.991134 338.206035 1.500000
94.659975 173.409947 1.500000
275.748977 54.658856 1.500000
88.059854 208.021339 1.500000
6.969027 191.736262 1.500000
158.230168 102.940797 1.500000
234.199243 364.944032 1.500000
141.649303 395.782657 1.500000
268.250984 45.970785 1.500000
173.188863 330.267819 1.500000
216.167620 272.133611 1.500000
-182.597602 127.782556 1.500000
149.925321 262.869918 1.500000
-10.614396 75.682662 1.500000
52.266766 47.074675 1.500000
103.874316 403.114324 1.500000
272.201166 264.272680 1.500000
276.472112 120.365221 1.500000
-85.355424 191.851839 1.500000
150.301646 384.204800 1.500000
157.689949 190.889357 1.500000
-57.349714 371.082011 1.500000
-176.394598 356.275273 1.500000
-210.302450 154.528142 1.500000
166.152761 283.608747 1.500000
20.255272 268.380391 1.500000
279.793707 313.855990 1.500000
4.399409 160.279810 1.500000
275.335328 47.158011 1.500000
-25.070715 90.427771 1.500000
179.015375 258.730313 1.500000
-194.708587 315.552630 1.500000
60.284636 311.679182 1.500000
185.359592 242.034900 1.500000
248.296341 58.097477 1.500000
194.684445 35.438800 1.500000
-215.344651 319.955505 1.500000
-46.928036 234.705038 1.500000
-215.233877 315.336046 1.500000
-188.494590 81.583466 1.500000
117.055739 180.885137 1.500000
137.915441 375.808188 1.500000
164.232713 90.358379 1.500000
219.846587 56.047292 1.500000
147.001041 268.252737 1.500000
180.493840 248.344922 1.500000
-214.187267 385.465521 1.500000
-112.013686 369.276112 1.500000
84.672256 306.978426 1.500000
212.553359 30.474129 1.500000
-235.642629 209.248045 1.500000
32.448652 364.377877 1.500000
118.239518 188.748991 1.500000
-222.457452 390.351874 1.500000
-30.587853 271.804967 1.500000
236.501113 67.246726 1.500000
113.100778 217.737925 1.500000
-115.882668 285.996664 1.500000
212.907451 48.290661 1.500000
-58.903854 154.680773 1.500000
210.122255 296.641051 1.500000
-85.037624 79.987392 1.500000
78.171108 160.482195 1.500000
-24.323579 286.365527 1.500000
-95.904307 315.370135 1.500000
228.215870 226.597845 1.500000
-141.507077 386.988859 1.500000
-196.708905 370.982616 1.500000
-59.868794 209.484536 1.500000
137.556780 90.872336 1.500000
180.414727 314.856179 1.500000
286.412063 117.052319 1.500000
-84.355852 342.535727 1.500000
-24.517703 241.932059 1.500000
-168.499576 175.856237 1.500000
61.394985 238.548900 1.500000
286.412063 229.104089 1.500000
130.450644 374.861065 1.500000
77.378712 110.008237 1.500000
-32.173112 372.647119 1.500000
241.202895 43.696146 1.500000
23.263364 313.861912 1.500000
-175.501697 370.872012 1.500000
-41.563567 173.141153 1.500000
-204.134422 52.014203 1.500000
-127.391828 328.958607 1.500000
-233.638593 343.230556 1.500000
-4.925483 153.485659 1.500000
95.003777 219.322664 1.500000
-58.420795 331.845228 1.500000
-17.886899 95.502986 1.500000
265.483040 265.554885 1.500000
153.874374 190.805334 1.500000
40.102392 92.117111 1.500000
-89.606325 337.672380 1.500000
228.307387 149.669499 1.500000
-120.631278 375.751109 1.500000
-70.105310 240.844593 1.500000
239.803963 219.785216 1.500000
44.561785 193.775786 1.500000
153.615912 173.678764 1.500000
75.136681 326.544200 1.500000
105.822274 279.723080 1.500000
-81.536978 312.721663 1.500000
-105.677563 182.869077 1.500000
-74.433419 121.020778 1.500000
-159.698484 56.442564 1.500000
219.201660 315.790704 1.500000
-88.456689 185.750370 1.500000
52.490427 218.103805 1.500000
179.124954 206.453678 1.500000
174.280439 188.957618 1.500000
-6.977734 286.831854 1.500000
12.916455 254.826435 1.500000
286.412063 397.371247 1.500000
114.858771 80.170827 1.500000
190.363402 240.128747 1.500000
232.872753 52.114464 1.500000
171.630699 330.842614 1.500000
-137.499941 257.979522 1.500000
53.349296 188.084966 1.500000
-184.740934 330.874492 1.500000
105.182045 191.472975 1.500000
266.417332 111.185112 1.500000
24.769249 206.464704 1.500000
-9.595854 53.861302 1.500000
-221.631521 361.261655 1.500000
263.423579 294.668836 1.500000
-186.833407 317.933209 1.500000
-215.588872 355.277402 1.500000
-108.528360 329.146344 1.500000
-206.203219 191.490287 1.500000
-4.021743 68.742747 1.500000
28.305850 159.569995 1.500000
-73.432382 376.899004 1.500000
-217.327393 383.826079 1.500000
-181.906591 317.028245 1.500000
-29.756821 100.107777 1.500000
-207.075559 100.214908 1.500000
129.660355 358.359761 1.500000
-134.472691 82.850343 1.500000
-84.903395 245.547423 1.500000
-30.344503 170.243366 1.500000
-21.735662 141.062174 1.500000
-235.941940 284.217823 1.500000
-180.875154 385.425133 1.500000
224.792434 310.141162 1.500000
-240.337582 208.852221 1.500000
28.506787 191.749464 1.500000
15.124989 364.860851 1.500000
-61.484111 239.672148 1.500000
-11.514690 211.784953 1.500000
168.249685 283.300777 1.500000
202.114317 116.052836 1.500000
-98.783575 43.587676 1.500000
-66.410729 343.277296 1.500000
-116.553012 258.566909 1.500000
11.332385 87.972642 1.500000
125.332705 138.696755 1.500000
-120.306994 395.322725 1.500000
-65.272380 265.396348 1.500000
253.122980 264.918571 1.500000
-218.450211 51.762709 1.500000
-0.146449 387.048674 1.500000
133.804266 360.122480 1.500000
-157.172114 238.689736 1.500000
-212.024038 141.927551 1.500000
-165.078652 291.747073 1.500000
243.534729 339.760844 1.500000
-231.771286 321.614505 1.500000
-141.296984 392.560554 1.500000
-221.825098 270.362449 1.500000
-179.027432 148.553740 1.500000
91.716295 211.625613 1.500000
-112.923346 332.742617 1.500000
58.706833 129.612378 1.500000
74.732852 105.086708 1.500000
211.517736 300.396928 1.500000
-239.170178 195.454874 1.500000
206.159376 331.771093 1.500000
89.740280 81.022107 1.500000
-159.237690 154.392380 1.500000
162.028508 123.729840 1.500000
209.787398 291.833551 1.500000
-106.097063 313.350829 1.500000
240.456806 197.743304 1.500000
-0.286699 206.813987 1.500000
78.315445 78.290955 1.500000
276.885046 297.747721 1.500000
-43.798188 402.050381 1.500000
189.283098 321.893999 1.500000
-69.235493 111.058004 1.500000
176.279218 266.857709 1.500000
71.704271 133.141718 1.500000
-124.992108 32.590458 1.500000
-16.684911 94.630309 1.500000
-76.052932 67.061025 1.500000
-198.763884 92.515541 1.500000
-228.327416 326.112593 1.500000
-59.985941 136.197909 1.500000
-229.732017 313.828967 1.500000
-154.644798 385.138154 1.500000
137.735903 237.327486 1.500000
128.665472 206.038754 1.500000
143.051350 306.572229 1.500000
-71.847510 65.224409 1.500000
230.272594 188.858038 1.500000
74.240109 212.470140 1.500000
-176.680778 339.908624 1.500000
-161.615974 329.960088 1.500000
126.870524 352.108061 1.500000
-149.217542 291.032618 1.500000
26.408182 228.643311 1.500000
280.131924 342.410595 1.500000
-237.650092 358.431262 1.500000
-226.752434 207.518608 1.500000
286.182938 397.158578 1.500000
66.852085 359.825854 1.500000
-171.871933 218.798368 1.500000
229.011743 50.287899 1.500000
225.592630 116.897035 1.500000
39.613224 316.080688 1.500000
89.261915 63.101110 1.500000
-87.529109 206.377727 1.500000
-215.436387 252.076893 1.500000
81.619105 358.595478 1.500000
-83.603482 350.977033 1.500000
106.975692 310.198341 1.500000
197.767899 179.882722 1.500000
-223.676655 84.468270 1.500000
74.933403 280.723974 1.500000
-120.209098 94.183871 1.500000
219.372492 245.039052 1.500000
-105.427566 395.550258 1.500000
81.359207 234.916300 1.500000
52.277556 274.551273 1.500000
-26.336186 284.606521 1.500000
113.215002 343.190421 1.500000
143.895206 187.585064 1.500000
58.078007 217.521622 1.500000
157.663926 93.229458 1.500000
280.893536 255.735178 1.500000
-23.870277 138.507325 1.500000
23.619558 218.217882 1.500000
-233.095479 320.785699 1.500000
178.555638 34.197897 1.500000
29.634879 236.508256 1.500000
-30.575701 88.734533 1.500000
-184.993309 131.531314 1.500000
229.677666 35.472453 1.500000
-32.208721 88.122718 1.500000
125.797767 397.345330 1.500000
-158.588611 401.292224 1.500000
271.466174 299.767776 1.500000
-149.883309 254.695656 1.500000
-138.881086 311.707690 1.500000
213.982560 359.091222 1.500000
241.608552 221.993411 1.500000
-124.840024 37.966119 1.500000
2.237502 289.939957 1.500000
148.141391 403.114324 1.500000
225.309062 126.125060 1.500000
-37.863193 200.838046 1.500000
30.782166 163.220002 1.500000
151.917119 172.721099 1.500000
142.461063 294.410240 1.500000
171.207550 172.064770 1.500000
56.746045 383.475970 1.500000
-187.507614 317.951181 1.500000
235.107141 37.529142 1.500000
214.129635 335.776082 1.500000
177.783584 316.589401 1.500000
-191.633849 227.279693 1.500000
-126.788054 219.542480 1.500000
149.851957 340.028318 1.500000
-227.158648 185.774840 1.500000
270.191730 85.481032 1.500000
-37.603808 142.464076 1.500000
139.061521 123.569571 1.500000
225.858550 284.496683 1.500000
-33.771852 99.697877 1.500000
-69.626427 273.957977 1.500000
71.457305 204.323075 1.500000
63.225784 335.496705 1.500000
-25.180496 203.530764 1.500000
76.255224 379.865464 1.500000
259.890158 370.481303 1.500000
4.978977 97.890859 1.500000
-133.733027 283.983189 1.500000
-36.209493 111.337240 1.500000
-30.730027 338.817633 1.500000
-173.297573 269.311397 1.500000
-158.398540 131.653914 1.500000
122.491508 121.305343 1.500000
-56.582720 193.572193 1.500000
264.292696 329.633293 1.500000
-108.322738 329.177515 1.500000
-180.453293 39.117030 1.500000
159.082802 140.619130 1.500000
220.445947 189.922262 1.500000
-93.688288 245.002605 1.500000
-129.777101 80.456499 1.500000
-143.231676 151.295074 1.500000
39.149329 360.091518 1.500000
6.199907 201.110749 1.500000
-102.674696 308.931750 1.500000
-217.594882 208.548714 1.500000
13.766420 204.145820 1.500000
265.627733 254.344581 1.500000
